transaction_id;time_of_purchase;purchase_amount (SEK);customer_id;fname;lname;age;addr_city;email;has_paid_before;annual_salary;type_of_goods;delivery_city;ip_country;is_fraud
2000783;17:27:46;751;111387;Martin;Jansson;72;Knivsta;oa20r_jansslite@hotmail.con;t;1000;Clothing;Magenta;SE;f
2028083;15:43:38;713;5393;Martin;Henriksson;69;Stockholm;oa20rtin.henriksslite@hotmail.con;t;171000;Books;Fieldberg;US;f
2004683;19:58:48;474;93425;Martin;Lindberg;64;Goteborg;oa20rtin.lindbelite@hotmail.con;f;56000;Clothing;Goteborg;SE;f
1999483;19:01:47;328;44626;Martin;Jonsson;57;Uppsala;oa20rtin.jonsslite@gmail.con;t;226000;Clothing;Upplandsmerg;SE;f
2005983;17:50:23;275;36447;Martin;Carlsson;32;Stockholm;oa20rtin.carlsslite@hotmail.con;t;330000;Clothing;Fieldberg;SE;f
1991683;20:27:02;237;28575;Martin;Larsson;61;Malmo;oa20rtin.larsslite@yahoo.sn;f;22000;Clothing;Magenta;FI;f
2025483;10:37:20;229;2652;Martin;Sandberg;63;Goteborg;oa20rtin.sandbelite@hotmail.con;t;464000;Clothing;Goteborg;SE;f
2034583;16:30:13;203;13390;Martin;Lindqvist;41;Nykvarn;oa20r.lindlite@hotmail.con;t;8000;Clothing;Nykvarn;SE;f
2011183;18:19:39;181;72546;Martin;Lindstrom;62;Stockholm;oa20rtin.lindstrlite@hotmail.con;t;45000;Clothing;Fieldberg;SE;f
2015083;17:53:39;150;68320;Martin;Lindgren;46;Lund;oa20.lite@hotmail.con;t;89000;Tickets;Lund;SE;f
1992983;14:28:05;131;36464;Martin;Olsson;22;Érebro;oa20r_olsslite@hotmail.con;t;481000;Clothing;Emu;SE;f
2008583;04:47:26;125;83772;Martin;Petersson;45;Lund;oa20rtin_petersslite@hotmail.con;f;271000;Food;Lund;SE;f
2020283;17:56:26;119;99895;Martin;Berglund;66;Uppsala;oa20rtin.berglulite@hotmail.con;t;19000;Clothing;Upplandsmerg;SE;f
2046283;16:06:29;118;30699;Martin;Soderberg;75;Lund;oa20rtin.soderbelite@hotmail.con;t;198000;Clothing;Lund;SE;f
2017683;16:53:11;116;83986;Martin;Bergstrom;21;Stockholm;oa20rtin.bergstrlite@hotmail.con;t;252000;Clothing;Fieldberg;SE;f
2037183;17:11:44;107;88497;Martin;Lundin;55;Stockholm;oa20rtin.lundlite@hotmail.con;t;346000;Clothing;Fieldberg;SE;f
2012483;10:05:36;105;114895;Martin;Olofsson;49;Stockholm;oa20rtin.olofsslite@hotmail.con;t;84000;Books;Fieldberg;SE;f
2024183;04:31:29;105;67960;Martin;Axelsson;61;Stockholm;oa20rtin_axelsslite@hotmail.con;t;158000;Clothing;Fieldberg;SE;f
2047583;17:39:36;102;84259;Martin;Nystrom;71;Linkoping;oa20r_nystrlite@hotmail.con;t;5000;Clothing;Linkoping;SE;f
2042383;14:49:35;100;30249;Martin;Hakansson;21;Stockholm;oa20rtin.hakansslite@hotmail.con;t;227000;Clothing;Fieldberg;SE;f
2048883;17:40:05;100;18817;Martin;Holmberg;46;Lund;oa20rtin.holmbelite@hotmail.con;t;187000;Books;Lund;SE;f
2043683;12:45:01;100;98898;Martin;Holm;47;Knivsta;oa20r_holite@hotmail.con;t;195000;Books;Magenta;SE;f
2007283;03:04:28;100;61197;Martin;Jonsson;40;Malmo;oa20rtin_jonsslite@hotmail.con;f;294000;Clothing;Magenta;SE;f
2002083;17:21:49;100;91799;Martin;Hansson;40;Stockholm;oa20rtin.hansslite@hotmail.con;t;121000;Tickets;Fieldberg;SE;f
2050209;03:57:17;3300;54192;Martin;Persson;29;Nykvarn;oa20r_persslite@hotmail.con;t;321000;Electronics;Westland;SE;f
2050885;14:09:19;300;61197;Martin;Jonsson;40;Malmo;oa20rtin_jonsslite@hotmail.con;f;294000;Clothing;Magenta;SE;f
2050963;06:34:56;125;83772;Martin;Petersson;45;Lund;oa20rtin_petersslite@hotmail.con;f;271000;Food;Lund;SE;f
2056280;20:51:15;262;36464;Martin;Olsson;22;Érebro;oa20r_olsslite@hotmail.con;t;481000;Clothing;Emu;SE;f
2059179;23:26:25;550;36447;Martin;Carlsson;32;Stockholm;oa20rtin.carlsslite@hotmail.con;t;330000;Clothing;Fieldberg;SE;f
2059309;19:43:52;6350;102350;Martin;Berg;74;Goteborg;oa20rtin.belite@hotmail.con;t;294000;Food;Goteborg;SE;f
2060752;15:25:02;210;114895;Martin;Olofsson;49;Stockholm;oa20rtin.olofsslite@hotmail.con;t;84000;Books;Fieldberg;SE;f
2061402;19:45:31;150;68320;Martin;Lindgren;46;Lund;oa20.lite@hotmail.con;t;89000;Tickets;Lund;SE;f
2061688;23:06:12;3374;8466;Martin;Lundberg;35;Stockholm;oa20rtin.lundbelite@hotmail.con;t;437000;Books;Fieldberg;NO;f
2062585;20:00:29;119;99895;Martin;Berglund;66;Uppsala;oa20rtin.berglulite@hotmail.con;t;19000;Clothing;Upplandsmerg;SE;f
2063703;05:36:06;105;67960;Martin;Axelsson;61;Stockholm;oa20rtin_axelsslite@hotmail.con;t;158000;Clothing;Fieldberg;SE;f
2064080;14:13:43;458;2652;Martin;Sandberg;63;Goteborg;oa20rtin.sandbelite@hotmail.con;t;464000;Clothing;Goteborg;SE;f
2066147;18:10:02;203;13390;Martin;Lindqvist;41;Nykvarn;oa20r.lindlite@hotmail.con;t;8000;Clothing;Nykvarn;SE;f
2067876;17:53:42;1409;3192;Martin;Danielsson;44;Goteborg;oa20rtin.danielsslite@hotmail.con;t;279000;Clothing;Fieldberg;SE;f
2069137;17:34:28;118;30699;Martin;Soderberg;75;Lund;oa20rtin.soderbelite@hotmail.con;t;198000;Clothing;Fieldberg;SE;f
2069878;02:36:29;300;18817;Martin;Holmberg;46;Lund;oa20rtin.holmbelite@hotmail.con;t;187000;Books;Lund;SE;f
2072218;03:57:17;3300;54192;Martin;Persson;29;Nykvarn;oa20r_persslite@hotmail.con;t;321000;Electronics;Westland;SE;f
2072894;14:09:19;300;61197;Martin;Jonsson;40;Malmo;oa20rtin_jonsslite@hotmail.con;f;294000;Clothing;Magenta;SE;f
2072972;06:34:56;125;83772;Martin;Petersson;45;Lund;oa20rtin_petersslite@hotmail.con;f;271000;Food;Lund;SE;f
2078289;20:51:15;262;36464;Martin;Olsson;22;Érebro;oa20r_olsslite@hotmail.con;t;481000;Clothing;Emu;SE;f
2081188;23:26:25;550;36447;Martin;Carlsson;32;Stockholm;oa20rtin.carlsslite@hotmail.con;t;330000;Clothing;Fieldberg;SE;f
2081318;19:43:52;6350;102350;Martin;Berg;74;Goteborg;oa20rtin.belite@hotmail.con;t;294000;Food;Goteborg;SE;f
2082761;15:25:02;210;114895;Martin;Olofsson;49;Stockholm;oa20rtin.olofsslite@hotmail.con;t;84000;Books;Fieldberg;SE;f
2083411;19:45:31;150;68320;Martin;Lindgren;46;Lund;oa20.lite@hotmail.con;t;89000;Tickets;Lund;SE;f
2083697;23:06:12;3374;8466;Martin;Lundberg;35;Stockholm;oa20rtin.lundbelite@hotmail.con;t;437000;Books;Fieldberg;NO;f
2084594;20:00:29;119;99895;Martin;Berglund;66;Uppsala;oa20rtin.berglulite@hotmail.con;t;19000;Clothing;Upplandsmerg;SE;f
2085712;05:36:06;105;67960;Martin;Axelsson;61;Stockholm;oa20rtin_axelsslite@hotmail.con;t;158000;Clothing;Fieldberg;SE;f
2086089;14:13:43;458;2652;Martin;Sandberg;63;Goteborg;oa20rtin.sandbelite@hotmail.con;t;464000;Clothing;Goteborg;SE;f
2088156;18:10:02;203;13390;Martin;Lindqvist;41;Nykvarn;oa20r.lindlite@hotmail.con;t;8000;Clothing;Nykvarn;SE;f
2089885;17:53:42;1409;3192;Martin;Danielsson;44;Goteborg;oa20rtin.danielsslite@hotmail.con;t;279000;Clothing;Fieldberg;SE;f
2091146;17:34:28;118;30699;Martin;Soderberg;75;Lund;oa20rtin.soderbelite@hotmail.con;t;198000;Clothing;Fieldberg;SE;f
2091887;02:36:29;300;18817;Martin;Holmberg;46;Lund;oa20rtin.holmbelite@hotmail.con;t;187000;Books;Lund;SE;f
2094227;03:57:17;3300;54192;Martin;Persson;29;Nykvarn;oa20r_persslite@hotmail.con;t;321000;Electronics;Westland;SE;f
2094903;14:09:19;300;61197;Martin;Jonsson;40;Malmo;oa20rtin_jonsslite@hotmail.con;f;294000;Clothing;Magenta;SE;f
2094981;06:34:56;125;83772;Martin;Petersson;45;Lund;oa20rtin_petersslite@hotmail.con;f;271000;Food;Lund;SE;f
2100298;20:51:15;262;36464;Martin;Olsson;22;Érebro;oa20r_olsslite@hotmail.con;t;481000;Clothing;Emu;SE;f
2103197;23:26:25;550;36447;Martin;Carlsson;32;Stockholm;oa20rtin.carlsslite@hotmail.con;t;330000;Clothing;Fieldberg;SE;f
2103327;19:43:52;6350;102350;Martin;Berg;74;Goteborg;oa20rtin.belite@hotmail.con;t;294000;Food;Goteborg;SE;f
2104770;15:25:02;210;114895;Martin;Olofsson;49;Stockholm;oa20rtin.olofsslite@hotmail.con;t;84000;Books;Fieldberg;SE;f
2105420;19:45:31;150;68320;Martin;Lindgren;46;Lund;oa20.lite@hotmail.con;t;89000;Tickets;Lund;SE;f
2105706;23:06:12;3374;8466;Martin;Lundberg;35;Stockholm;oa20rtin.lundbelite@hotmail.con;t;437000;Books;Fieldberg;NO;f
2106603;20:00:29;119;99895;Martin;Berglund;66;Uppsala;oa20rtin.berglulite@hotmail.con;t;19000;Clothing;Upplandsmerg;SE;f
2107721;05:36:06;105;67960;Martin;Axelsson;61;Stockholm;oa20rtin_axelsslite@hotmail.con;t;158000;Clothing;Fieldberg;SE;f
2108098;14:13:43;458;2652;Martin;Sandberg;63;Goteborg;oa20rtin.sandbelite@hotmail.con;t;464000;Clothing;Goteborg;SE;f
2110165;18:10:02;203;13390;Martin;Lindqvist;41;Nykvarn;oa20r.lindlite@hotmail.con;t;8000;Clothing;Nykvarn;SE;f
2111894;17:53:42;1409;3192;Martin;Danielsson;44;Goteborg;oa20rtin.danielsslite@hotmail.con;t;279000;Clothing;Fieldberg;SE;f
2113155;17:34:28;118;30699;Martin;Soderberg;75;Lund;oa20rtin.soderbelite@hotmail.con;t;198000;Clothing;Fieldberg;SE;f
2113896;02:36:29;300;18817;Martin;Holmberg;46;Lund;oa20rtin.holmbelite@hotmail.con;t;187000;Books;Lund;SE;f
2049078;18:11:08;9584;48245;Mats;Holmberg;53;Stockholm;oa20ts.holmbelite@hotmail.con;t;215000;Books;Fieldberg;UK;f
2036078;14:44:47;9071;33570;Mats;Engstrom;56;Goteborg;oa20ts_engstrlite@gmail.con;t;291000;Tickets;Goteborg;NO;f
1997078;13:23:18;8984;33494;Mats;Gustafsson;53;Malmo;oa20ts_gustafsslite@hotmail.con;f;80000;Clothing;Magenta;SE;f
2047778;18:34:11;5597;48589;Mats;Nystrom;18;Goteborg;oa20ts.nystrlite@hotmail.con;t;31000;Clothing;Goteborg;SE;f
2011378;14:22:12;5307;67100;Mats;Lindstrom;22;Goteborg;oa20ts.lindstrlite@gmail.con;t;312000;Food;Goteborg;UK;f
2046478;08:56:54;5233;17551;Mats;Soderberg;55;Linkoping;oa20ts_soderbelite@hotmail.con;t;427000;Books;Linkoping;SE;f
1994478;13:52:08;5209;41861;Mats;Persson;37;Stockholm;oa20ts.persslite@hotmail.con;t;212000;Clothing;Fieldberg;SE;f
2038678;17:19:47;3754;13844;Mats;Eklund;50;Lund;oa20ts.eklulite@yahoo.sn;f;58000;Clothing;Lund;NO;f
2008778;13:45:05;3306;102160;Mats;Petersson;50;Vosteras;oa20t_petersslite@hotmail.con;t;24000;Clothing;Westland;SE;f
1987978;17:49:46;2969;69055;Mats;Karlsson;19;Linkoping;on20lite@hotmail.con;f;4000;Clothing;Linkoping;SE;f
2017878;17:53:38;2468;88543;Mats;Bergstrom;63;Malmo;li20te@live.sn;f;116000;Dating;Magenta;DK;f
2007478;19:17:05;2452;55527;Mats;Jonsson;36;Nykvarn;oa20tlite@gmail.con;t;282000;Electronics;Nykvarn;SE;f
2041278;08:31:58;2452;10606;Mats;Danielsson;40;Malmo;oa20ts_danielsslite@hotmail.con;t;18000;Electronics;Magenta;SE;f
2012678;17:59:56;1955;94704;Mats;Olofsson;33;Stockholm;oa20ts.olofsslite@hotmail.con;t;6000;Clothing;Fieldberg;SE;f
2030878;07:46:22;1904;1338;Mats;Forsberg;50;Stockholm;oa20ts_forsbelite@hotmail.con;t;9000;Clothing;Fieldberg;FI;f
2026978;18:07:39;1875;85873;Mats;Fredriksson;18;Uppsala;oa20ts.fredriksslite@hotmail.con;t;-;Clothing;Upplandsmerg;SE;f
2043878;17:28:20;1637;106472;Mats;Holm;44;Goteborg;oa20ts.holite@hotmail.con;t;162000;Clothing;Goteborg;SE;f
2032178;20:57:06;1527;81649;Mats;Sjoberg;55;Stockholm;oa20ts.sjobelite@gmail.con;t;49000;Food;Fieldberg;;f
2015278;17:04:51;1479;26521;Mats;Lindgren;49;Uppsala;oa20ts.lindgrlite@hotmail.con;t;494000;Clothing;Upplandsmerg;SE;f
2016578;11:06:16;1359;110575;Mats;Lundberg;42;Stockholm;oa20ts_lundbelite@hotmail.con;f;295000;Food;Fieldberg;SE;f
2028278;16:47:52;1241;43445;Mats;Henriksson;43;Érebro;oa20t_henriksslite@gmail.con;t;12000;Clothing;Emu;NO;f
1986678;17:59:42;1209;78199;Mats;Johansson;52;Lund;oa20ts.johansslite@hotmail.con;t;205000;Books;Lund;SE;f
2004878;17:53:16;1209;61438;Mats;Lindberg;19;Uppsala;oa20ts.lindbelite@hotmail.con;t;10000;Food;Upplandsmerg;SE;f
2042578;18:08:25;1209;106337;Mats;Hakansson;57;Goteborg;oa20ts.hakansslite@hotmail.con;t;469000;Tickets;Goteborg;SE;f
1991878;18:00:23;1209;90757;Mats;Larsson;18;Lund;oa20t.lalite@hotmail.con;t;63000;Tickets;Lund;SE;f
2023078;18:36:43;827;81502;Mats;Berg;43;Malmo;oa20ts.belite@hotmail.con;t;148000;Clothing;Magenta;SE;f
2037378;17:29:40;755;9434;Mats;Lundin;62;Goteborg;oa20ts.lundlite@hotmail.con;t;86000;Clothing;Goteborg;SE;f
2024378;17:30:41;742;64471;Mats;Axelsson;47;Nykvarn;oa20t_axelsslite@gmail.con;t;484000;Clothing;Linkoping;SE;f
2010078;18:04:02;721;15917;Mats;Magnusson;32;Stockholm;oa20ts.magnusslite@hotmail.con;t;-;Clothing;Fieldberg;SE;f
1993178;19:03:52;716;78637;Mats;Olsson;25;Stockholm;oa20ts.olsslite@hotmail.con;f;88000;Clothing;Fieldberg;SE;f
2034778;20:44:49;656;83041;Mats;Lindqvist;39;Uppsala;oa20ts.lindqvilite@hotmail.con;f;44000;Tickets;Upplandsmerg;SE;f
1985378;16:34:07;629;62262;Mats;Andersson;62;Stockholm;oa20ts_andersslite@live.sn;f;447000;Clothing;Fieldberg;SE;f
1999678;18:07:04;555;35910;Mats;Jonsson;43;Lund;oa20ts.jonsslite@hotmail.con;t;217000;Clothing;Lund;SE;f
1998378;17:37:07;238;4825;Mats;Pettersson;43;Lund;oa20t_pettersslite@hotmail.con;t;67000;Clothing;Lund;SE;f
2033478;15:40:53;214;83657;Mats;Lind;22;Goteborg;oa20ts.lilite@hotmail.con;t;42000;Food;Goteborg;SE;f
2006178;17:37:10;203;45087;Mats;Carlsson;75;Vosteras;oa20t_carlsslite@hotmail.con;t;62000;Books;Westland;SE;f
2000978;17:50:12;131;123226;Mats;Jansson;78;Malmo;oa20ts.jansslite@hotmail.con;t;426000;Clothing;Magenta;SE;f
2029578;18:28:45;124;30147;Mats;Mattsson;70;Nykvarn;oa20t_mattsslite@hotmail.con;t;8000;Clothing;Nykvarn;SE;f
1995778;13:50:51;122;32689;Mats;Svensson;49;Uppsala;oa20ts.svensslite@hotmail.con;t;407000;Clothing;Upplandsmerg;SE;f
2020478;12:18:12;115;13962;Mats;Berglund;46;Lund;oa20ts_berglulite@hotmail.con;f;218000;Books;Lund;SE;f
1990578;12:40:19;108;66074;Mats;Eriksson;61;Goteborg;oa20ts.eriksslite@hotmail.con;t;256000;Clothing;Goteborg;SE;f
2021778;17:58:35;108;51383;Mats;Lundgren;38;Stockholm;oa20ts.lundgrlite@hotmail.con;t;47000;Books;Fieldberg;SE;f
2002278;16:39:34;103;14032;Mats;Hansson;52;Stockholm;oa20ts.hansslite@hotmail.con;t;435000;Books;Fieldberg;SE;f
2003578;14:25:00;102;90765;Mats;Bengtsson;44;Uppsala;oa20ts.bengtsslite@hotmail.con;t;383000;Food;Upplandsmerg;SE;f
2039978;12:44:09;100;49643;Mats;Bergman;24;Stockholm;oa20ts.bergmlite@hotmail.con;t;-;Food;Fieldberg;SE;f
1989278;13:54:02;100;12787;Mats;Nilsson;58;Uppsala;oa20ts.nilsslite@hotmail.con;t;451000;Dating;Upplandsmerg;SE;f
2013978;15:55:31;100;107444;Mats;Gustavsson;63;Stockholm;oa20ts.gustavsslite@hotmail.con;t;257000;Clothing;Fieldberg;SE;f
2025678;14:41:51;100;63007;Mats;Sandberg;36;Stockholm;oa20ts.sandbelite@hotmail.con;t;244000;Clothing;Fieldberg;SE;f
2019178;15:33:45;100;28409;Mats;Jakobsson;75;Stockholm;oa20ts.jakobsslite@hotmail.con;t;63000;Books;Fieldberg;SE;f
2045178;17:36:35;100;46204;Mats;Gunnarsson;23;Érebro;oa20t_gunnarsslite@hotmail.con;t;223000;Food;Emu;SE;f
2050352;18:58:31;17968;33494;Mats;Gustafsson;53;Malmo;oa20ts_gustafsslite@hotmail.con;f;80000;Clothing;Magenta;SE;f
2052978;16:56:00;629;62262;Mats;Andersson;62;Stockholm;oa20ts_andersslite@live.sn;f;447000;Clothing;Fieldberg;SE;f
2056969;18:54:04;244;32689;Mats;Svensson;49;Uppsala;oa20ts.svensslite@hotmail.con;t;407000;Clothing;Upplandsmerg;SE;f
2057840;20:06:20;555;35910;Mats;Jonsson;43;Lund;oa20ts.jonsslite@hotmail.con;t;217000;Clothing;Lund;SE;f
2058412;21:24:40;206;14032;Mats;Hansson;52;Stockholm;oa20ts.hansslite@hotmail.con;t;435000;Books;Fieldberg;SE;f
2059283;20:31:12;406;45087;Mats;Carlsson;75;Vosteras;oa20t_carlsslite@hotmail.con;t;62000;Books;Westland;SE;f
2061116;03:01:15;300;107444;Mats;Gustavsson;63;Stockholm;oa20ts.gustavsslite@hotmail.con;t;257000;Clothing;Fieldberg;SE;f
2064132;19:13:54;200;63007;Mats;Sandberg;36;Stockholm;oa20ts.sandbelite@hotmail.con;t;244000;Clothing;Fieldberg;SE;f
2065978;20:48:52;428;83657;Mats;Lind;22;Goteborg;oa20ts.lilite@hotmail.con;t;42000;Food;Goteborg;SE;f
2068435;19:29:04;1637;106472;Mats;Holm;44;Goteborg;oa20ts.holite@hotmail.con;t;162000;Clothing;Fieldberg;SE;f
2068825;20:24:20;200;46204;Mats;Gunnarsson;23;Érebro;oa20t_gunnarsslite@hotmail.con;t;223000;Food;Emu;SE;f
2072361;18:58:31;17968;33494;Mats;Gustafsson;53;Malmo;oa20ts_gustafsslite@hotmail.con;f;80000;Clothing;Magenta;SE;f
2074987;16:56:00;629;62262;Mats;Andersson;62;Stockholm;oa20ts_andersslite@live.sn;f;447000;Clothing;Fieldberg;SE;f
2078978;18:54:04;244;32689;Mats;Svensson;49;Uppsala;oa20ts.svensslite@hotmail.con;t;407000;Clothing;Upplandsmerg;SE;f
2079849;20:06:20;555;35910;Mats;Jonsson;43;Lund;oa20ts.jonsslite@hotmail.con;t;217000;Clothing;Lund;SE;f
2080421;21:24:40;206;14032;Mats;Hansson;52;Stockholm;oa20ts.hansslite@hotmail.con;t;435000;Books;Fieldberg;SE;f
2081292;20:31:12;406;45087;Mats;Carlsson;75;Vosteras;oa20t_carlsslite@hotmail.con;t;62000;Books;Westland;SE;f
2083125;03:01:15;300;107444;Mats;Gustavsson;63;Stockholm;oa20ts.gustavsslite@hotmail.con;t;257000;Clothing;Fieldberg;SE;f
2086141;19:13:54;200;63007;Mats;Sandberg;36;Stockholm;oa20ts.sandbelite@hotmail.con;t;244000;Clothing;Fieldberg;SE;f
2087987;20:48:52;428;83657;Mats;Lind;22;Goteborg;oa20ts.lilite@hotmail.con;t;42000;Food;Goteborg;SE;f
2090444;19:29:04;1637;106472;Mats;Holm;44;Goteborg;oa20ts.holite@hotmail.con;t;162000;Clothing;Fieldberg;SE;f
2090834;20:24:20;200;46204;Mats;Gunnarsson;23;Érebro;oa20t_gunnarsslite@hotmail.con;t;223000;Food;Emu;SE;f
2094370;18:58:31;17968;33494;Mats;Gustafsson;53;Malmo;oa20ts_gustafsslite@hotmail.con;f;80000;Clothing;Magenta;SE;f
2096996;16:56:00;629;62262;Mats;Andersson;62;Stockholm;oa20ts_andersslite@live.sn;f;447000;Clothing;Fieldberg;SE;f
2100987;18:54:04;244;32689;Mats;Svensson;49;Uppsala;oa20ts.svensslite@hotmail.con;t;407000;Clothing;Upplandsmerg;SE;f
2101858;20:06:20;555;35910;Mats;Jonsson;43;Lund;oa20ts.jonsslite@hotmail.con;t;217000;Clothing;Lund;SE;f
2102430;21:24:40;206;14032;Mats;Hansson;52;Stockholm;oa20ts.hansslite@hotmail.con;t;435000;Books;Fieldberg;SE;f
2103301;20:31:12;406;45087;Mats;Carlsson;75;Vosteras;oa20t_carlsslite@hotmail.con;t;62000;Books;Westland;SE;f
2105134;03:01:15;300;107444;Mats;Gustavsson;63;Stockholm;oa20ts.gustavsslite@hotmail.con;t;257000;Clothing;Fieldberg;SE;f
2108150;19:13:54;200;63007;Mats;Sandberg;36;Stockholm;oa20ts.sandbelite@hotmail.con;t;244000;Clothing;Fieldberg;SE;f
2109996;20:48:52;428;83657;Mats;Lind;22;Goteborg;oa20ts.lilite@hotmail.con;t;42000;Food;Goteborg;SE;f
2112453;19:29:04;1637;106472;Mats;Holm;44;Goteborg;oa20ts.holite@hotmail.con;t;162000;Clothing;Fieldberg;SE;f
2112843;20:24:20;200;46204;Mats;Gunnarsson;23;Érebro;oa20t_gunnarsslite@hotmail.con;t;223000;Food;Emu;SE;f
2019113;12:03:17;13696;27491;Mattias;Jakobsson;66;Stockholm;oa20ttias_jakobsslite@gmail.con;t;80000;Books;Fieldberg;US;f
2016513;13:41:08;10553;26630;Mattias;Lundberg;54;Stockholm;oa20ttias.lundbelite@hotmail.con;t;-;Clothing;Fieldberg;SE;f
1989213;02:19:57;8455;82434;Mattias;Nilsson;33;Uppsala;oa20ttias_nilsslite@hotmail.con;f;55000;Clothing;Upplandsmerg;SE;f
1990513;17:45:24;6891;118444;Mattias;Eriksson;34;Goteborg;oa20ttias.eriksslite@hotmail.con;t;-;Food;Goteborg;SE;f
2030813;13:45:02;6072;78847;Mattias;Forsberg;48;Goteborg;oa20ttias.forsbelite@hotmail.con;t;212000;Clothing;Goteborg;SE;f
2038613;11:27:15;5990;1767;Mattias;Eklund;34;Lund;oa20ttias_eklulite@hotmail.con;t;40000;Books;Lund;SE;f
2029513;17:11:11;4922;34599;Mattias;Mattsson;69;Stockholm;oa20ttias.mattsslite@hotmail.con;t;426000;Dating;Fieldberg;SE;f
1985313;15:42:07;4126;47928;Mattias;Andersson;58;Stockholm;oa20ttias.andersslite@hotmail.con;f;146000;Clothing;Fieldberg;DK;f
2043813;18:19:06;3085;44085;Mattias;Holm;29;Knivsta;oa20ttiaslite@telia.con;t;18000;Food;Westland;FI;f
1991813;16:28:11;2815;51062;Mattias;Larsson;48;Malmo;oa20ttias.larsslite@hotmail.con;t;85000;Clothing;Magenta;SE;f
2021713;16:03:22;2454;107670;Mattias;Lundgren;40;Nykvarn;oa20t.llite@hotmail.con;t;-;Tickets;Linkoping;SE;f
2024313;17:44:43;2021;12641;Mattias;Axelsson;72;Stockholm;oa20ttias.axelsslite@hotmail.con;t;86000;Electronics;Fieldberg;SE;f
2028213;16:33:12;1504;122246;Mattias;Henriksson;43;Knivsta;oa20t_henriksslite@hotmail.con;t;486000;Books;Emu;SE;f
2037313;13:32:13;1454;85411;Mattias;Lundin;61;Knivsta;oa20t_lundlite@hotmail.con;t;167000;Electronics;Knivsta;SE;f
2013913;18:33:11;1374;52003;Mattias;Gustavsson;36;Stockholm;oa20ttias.gustavsslite@hotmail.con;t;144000;Dating;Fieldberg;;f
2007413;17:59:47;1246;2294;Mattias;Jonsson;65;Goteborg;oa20ttias.jonsslite@hotmail.con;t;150000;Clothing;Goteborg;SE;f
1995713;20:54:12;1209;869;Mattias;Svensson;60;Goteborg;oa20ttias.svensslite@gmail.con;f;107000;Books;Goteborg;FI;f
1998313;19:18:43;794;122492;Mattias;Pettersson;53;Linkoping;oa20t_pettersslite@hotmail.con;t;3000;Clothing;Linkoping;SE;f
2049013;16:55:06;745;80185;Mattias;Holmberg;26;Goteborg;oa20ttias.holmbelite@hotmail.con;t;285000;Clothing;Goteborg;SE;f
2047713;18:40:36;526;88852;Mattias;Nystrom;41;Malmo;oa20ttias.nystrlite@hotmail.con;t;12000;Clothing;Magenta;NO;f
2010013;17:12:33;487;26912;Mattias;Magnusson;27;Vosteras;oa20t_magnusslite@hotmail.con;t;222000;Clothing;Westland;SE;f
1999613;17:19:33;408;10966;Mattias;Jonsson;21;Érebro;oa20.jonslite@hotmail.con;t;20000;Clothing;Emu;SE;f
2011313;17:36:14;366;1763;Mattias;Lindstrom;76;Nykvarn;oa20t_lindstrlite@hotmail.con;t;210000;Clothing;Upplandsmerg;SE;f
2034713;17:32:56;357;73658;Mattias;Lindqvist;54;Linkoping;oa20t_lindqvilite@hotmail.con;t;37000;Clothing;Linkoping;SE;f
2017813;20:55:12;351;74073;Mattias;Bergstrom;37;Érebro;o.20berlite@yahoo.sn;t;22000;Food;Emu;SE;f
2041213;19:33:41;322;88135;Mattias;Danielsson;72;Lund;oa20t_danielsslite@hotmail.con;f;141000;Clothing;Lund;NO;f
2032113;18:32:02;320;50929;Mattias;Sjoberg;53;Lund;oa20ttias.sjobelite@hotmail.con;t;16000;Books;Lund;SE;f
2006113;05:18:34;191;114179;Mattias;Carlsson;59;Stockholm;oa20ttias_carlsslite@hotmail.con;t;6000;Clothing;Fieldberg;SE;f
2003513;14:23:33;180;27205;Mattias;Bengtsson;44;Knivsta;o.20lite@hotmail.con;t;136000;Books;Nykvarn;SE;f
2045113;13:21:03;166;100141;Mattias;Gunnarsson;36;Lund;oa20ttias.gunnarsslite@hotmail.con;t;49000;Books;Lund;SE;f
1994413;20:59:08;162;2280;Mattias;Persson;45;Nykvarn;oa20.perlite@yahoo.sn;f;306000;Clothing;Emu;SE;f
1993113;19:04:19;153;28445;Mattias;Olsson;73;Lund;oa20ttias.olsslite@hotmail.con;t;44000;Food;Lund;SE;f
1987913;17:06:54;140;95446;Mattias;Karlsson;69;Stockholm;oa20ttias.karlsslite@hotmail.con;t;16000;Clothing;Fieldberg;SE;f
2026913;13:59:08;129;21845;Mattias;Fredriksson;22;Nykvarn;oa20t.lite@hotmail.con;t;133000;Clothing;Goteborg;SE;f
2039913;12:40:22;119;57040;Mattias;Bergman;44;Stockholm;oa20ttias.bergmlite@hotmail.con;t;65000;Tickets;Fieldberg;SE;f
2020413;17:55:18;113;14203;Mattias;Berglund;32;Vosteras;oa20t_berglulite@hotmail.con;t;35000;Clothing;Westland;SE;f
2036013;14:07:40;107;113121;Mattias;Engstrom;51;Linkoping;oa20t_engstrlite@hotmail.con;t;44000;Clothing;Linkoping;SE;f
2042513;11:56:40;105;53905;Mattias;Hakansson;64;Linkoping;oa20t_hakansslite@hotmail.con;t;76000;Food;Linkoping;SE;f
2046413;16:52:39;105;102467;Mattias;Soderberg;24;Stockholm;oa20ttias.soderbelite@hotmail.con;t;432000;Clothing;Fieldberg;SE;f
